date;stroke
2019-01-29 10:50:21,220;down
2019-01-29 10:50:21,252;down
2019-01-29 10:50:21,284;down
2019-01-29 10:50:21,316;down
2019-01-29 10:50:21,348;down
2019-01-29 10:50:21,380;down
2019-01-29 10:50:21,412;down
2019-01-29 10:50:21,444;down
2019-01-29 10:50:21,475;down
2019-01-29 10:50:21,508;down
2019-01-29 10:50:21,540;down
2019-01-29 10:50:21,572;down
2019-01-29 10:50:21,604;down
2019-01-29 10:50:21,637;down
2019-01-29 10:50:21,669;down
2019-01-29 10:50:21,957;down
2019-01-29 10:50:22,985;down
2019-01-29 10:50:23,476;down
2019-01-29 10:50:23,517;down
2019-01-29 10:50:23,947;down
2019-01-29 10:50:24,574;down
2019-01-29 10:50:25,076;down
2019-01-29 10:50:25,115;down
2019-01-29 10:50:25,147;down
2019-01-29 10:50:25,179;down
2019-01-29 10:50:25,434;down
2019-01-29 10:50:25,912;down
2019-01-29 10:50:26,414;down
2019-01-29 10:50:26,445;down
2019-01-29 10:50:26,477;down
2019-01-29 10:50:26,509;down
2019-01-29 10:50:26,542;down
2019-01-29 10:50:26,573;down
2019-01-29 10:50:26,605;down
2019-01-29 10:50:26,637;down
2019-01-29 10:50:26,669;down
2019-01-29 10:50:26,702;down
2019-01-29 10:50:26,733;down
2019-01-29 10:50:26,765;down
2019-01-29 10:50:26,797;down
2019-01-29 10:50:26,829;down
2019-01-29 10:50:27,400;up
2019-01-29 10:50:27,650;up
2019-01-29 10:50:27,856;down
2019-01-29 10:50:28,351;down
2019-01-29 10:50:28,386;down
2019-01-29 10:50:28,418;down
2019-01-29 10:50:28,450;down
2019-01-29 10:50:28,483;down
2019-01-29 10:50:28,514;down
2019-01-29 10:50:28,547;down
2019-01-29 10:50:28,578;down
2019-01-29 10:50:28,610;down
2019-01-29 10:50:28,642;down
2019-01-29 10:50:28,674;down
2019-01-29 10:50:28,706;down
2019-01-29 10:50:28,738;down
2019-01-29 10:50:28,770;down
2019-01-29 10:50:28,802;down
2019-01-29 10:50:28,834;down
2019-01-29 10:50:28,866;down
2019-01-29 10:50:28,898;down
2019-01-29 10:50:28,929;down
2019-01-29 10:50:28,962;down
2019-01-29 10:50:28,994;down
2019-01-29 10:50:29,025;down
2019-01-29 10:50:29,437;down
2019-01-29 10:50:29,936;down
2019-01-29 10:50:29,968;down
2019-01-29 10:50:30,001;down
2019-01-29 10:50:30,032;down
2019-01-29 10:50:30,547;down
2019-01-29 10:50:33,036;ctrl_l
2019-01-29 10:50:33,529;ctrl_l
2019-01-29 10:50:33,560;ctrl_l
2019-01-29 10:50:33,591;ctrl_l
2019-01-29 10:50:33,622;ctrl_l
2019-01-29 10:50:33,653;ctrl_l
2019-01-29 10:50:33,686;ctrl_l
2019-01-29 10:50:33,717;ctrl_l
2019-01-29 10:50:33,748;ctrl_l
2019-01-29 10:50:33,781;ctrl_l
2019-01-29 10:50:33,812;ctrl_l
2019-01-29 10:50:33,844;ctrl_l
2019-01-29 10:50:33,877;ctrl_l
2019-01-29 10:50:33,908;ctrl_l
2019-01-29 10:50:33,940;ctrl_l
2019-01-29 10:50:33,971;ctrl_l
2019-01-29 10:50:34,004;ctrl_l
2019-01-29 10:50:34,035;ctrl_l
2019-01-29 10:50:34,066;ctrl_l
2019-01-29 10:50:34,099;ctrl_l
2019-01-29 10:50:34,130;ctrl_l
2019-01-29 10:50:34,162;ctrl_l
2019-01-29 10:50:34,193;ctrl_l
2019-01-29 10:50:34,225;ctrl_l
2019-01-29 10:50:34,256;ctrl_l
2019-01-29 10:50:34,287;ctrl_l
2019-01-29 10:50:34,319;ctrl_l
2019-01-29 10:50:34,350;ctrl_l
2019-01-29 10:50:34,382;ctrl_l
2019-01-29 10:50:34,413;ctrl_l
2019-01-29 10:50:34,444;ctrl_l
